"","amount","appropri","british","cent","commerci","commission","consider","develop","expenditur","farm","feder","fiscal","help","indian","intercours","island","june","mail","mexico","navi","need","per","provis","receipt","reform","regard","report","shall","subject","territori","treasuri","treati","upon","vessel","america","bank","incom","million","price","spain","articl","cut","dollar","econom","women","educ","school","bill","tariff","unemploy","weapon","get","method","farmer","challeng","achiev","democraci","area","billion","problem","basic","budget","goal","job","level","nuclear","percent","program","spend","technolog","today","tonight","worker","inflat","soviet"
"Lyndon B. Johnson",1.6094379124341,2.484906649788,0,0,1.38629436111989,0,1.38629436111989,3.61091791264422,3.04452243772342,2.19722457733622,3.63758615972639,2.94443897916644,4.46590811865458,1.09861228866811,0,0.693147180559945,1.38629436111989,0.693147180559945,0,0,3.93182563272433,1.6094379124341,1.09861228866811,1.09861228866811,1.6094379124341,0.693147180559945,3.04452243772342,3.78418963391826,1.38629436111989,0.693147180559945,1.38629436111989,2.77258872223978,2.83321334405622,0,4.23410650459726,1.94591014905531,2.94443897916644,3.8286413964891,3.04452243772342,0,0,2.39789527279837,2.63905732961526,3.09104245335832,1.79175946922805,3.29583686600433,3.17805383034795,2.94443897916644,1.09861228866811,2.77258872223978,2.39789527279837,2.30258509299405,1.79175946922805,1.94591014905531,2.63905732961526,3.49650756146648,2.30258509299405,3.09104245335832,4.21950770517611,2.94443897916644,2.63905732961526,3.66356164612965,3.3322045101752,3.40119738166216,2.484906649788,2.39789527279837,3.63758615972639,4.35670882668959,2.39789527279837,1.79175946922805,3.25809653802148,4.29045944114839,2.63905732961526,1.79175946922805,2.99573227355399
"Martin van Buren",3.61091791264422,3.52636052461616,2.39789527279837,1.09861228866811,3.25809653802148,2.39789527279837,3.8286413964891,2.19722457733622,3.40119738166216,1.09861228866811,3.49650756146648,2.70805020110221,0,4.07753744390572,3.25809653802148,1.94591014905531,2.07944154167984,2.89037175789616,2.83321334405622,2.70805020110221,1.6094379124341,0.693147180559945,3.46573590279973,2.77258872223978,2.07944154167984,3.52636052461616,3.63758615972639,3.36729582998647,4.65396035015752,3.55534806148941,4.14313472639153,3.58351893845611,5.13579843705026,3.09104245335832,2.07944154167984,4.97673374242057,1.38629436111989,3.40119738166216,3.46573590279973,1.6094379124341,2.70805020110221,0.693147180559945,0.693147180559945,1.79175946922805,0,1.6094379124341,0,1.38629436111989,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"Millard Fillmore",3.43398720448515,3.78418963391826,2.83321334405622,2.19722457733622,2.83321334405622,2.83321334405622,3.49650756146648,1.09861228866811,2.99573227355399,1.09861228866811,0,3.40119738166216,0,3.40119738166216,2.63905732961526,3.13549421592915,2.63905732961526,2.484906649788,3.68887945411394,3.52636052461616,0.693147180559945,1.79175946922805,3.78418963391826,2.484906649788,1.09861228866811,3.63758615972639,3.8286413964891,4.11087386417331,4.4188406077966,3.58351893845611,3.55534806148941,3.3322045101752,4.52178857704904,2.63905732961526,1.6094379124341,0.693147180559945,0,1.6094379124341,2.77258872223978,1.79175946922805,3.49650756146648,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,1.79175946922805,2.39789527279837,0,0,0,1.09861228866811,1.6094379124341,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard Nixon",2.19722457733622,2.39789527279837,0,0,1.79175946922805,0.693147180559945,2.70805020110221,4.96284463025991,2.63905732961526,3.58351893845611,5.50938833662798,3.49650756146648,5.05624580534831,3.63758615972639,0,0,1.94591014905531,0.693147180559945,0,0.693147180559945,5.20948615284142,1.6094379124341,1.6094379124341,1.09861228866811,4.49980967033027,2.07944154167984,3.04452243772342,4.11087386417331,2.19722457733622,1.38629436111989,1.79175946922805,2.07944154167984,3.04452243772342,0.693147180559945,5.27299955856375,2.07944154167984,4.31748811353631,4.40671924726425,4.29045944114839,0,0,3.25809653802148,2.99573227355399,4.58496747867057,3.46573590279973,4.77912349311153,4.17438726989564,3.04452243772342,1.09861228866811,3.43398720448515,1.94591014905531,2.89037175789616,1.94591014905531,3.3322045101752,3.95124371858143,4.30406509320417,0.693147180559945,4.34380542185368,4.44265125649032,4.46590811865458,3.40119738166216,4.40671924726425,4.38202663467388,4.15888308335967,4.49980967033027,2.19722457733622,4.40671924726425,5.54907608489522,3.55534806148941,3.73766961828337,4.39444915467244,2.70805020110221,3.2188758248682,3.93182563272433,2.89037175789616
"Ronald Reagan",2.19722457733622,1.94591014905531,0,1.38629436111989,0.693147180559945,0,0.693147180559945,3.52636052461616,2.07944154167984,1.79175946922805,4.59511985013459,2.39789527279837,4.36944785246702,0,0,0,0,0,0.693147180559945,0,4.18965474202643,1.38629436111989,0.693147180559945,0,3.63758615972639,1.09861228866811,2.99573227355399,2.19722457733622,1.38629436111989,0.693147180559945,1.94591014905531,1.6094379124341,2.07944154167984,0,5.25749537202778,0.693147180559945,3.13549421592915,3.97029191355212,2.39789527279837,0,0,3.68887945411394,3.61091791264422,4.45434729625351,3.04452243772342,3.40119738166216,3.55534806148941,3.2188758248682,0,3.29583686600433,2.83321334405622,3.46573590279973,0.693147180559945,2.70805020110221,3.2188758248682,3.04452243772342,3.2188758248682,2.77258872223978,4.0943445622221,3.78418963391826,3.13549421592915,4.39444915467244,3.25809653802148,4.21950770517611,2.89037175789616,3.29583686600433,4.00733318523247,4.89034912822175,4.47733681447821,3.09104245335832,3.71357206670431,4.07753744390572,3.13549421592915,3.80666248977032,3.95124371858143
"Rutherford B. Hayes",4.06044301054642,4.57471097850338,2.19722457733622,3.09104245335832,3.66356164612965,3.76120011569356,4.27666611901606,3.04452243772342,3.98898404656427,1.79175946922805,1.79175946922805,3.93182563272433,1.6094379124341,4.62497281328427,2.39789527279837,2.56494935746154,3.58351893845611,2.83321334405622,2.99573227355399,2.83321334405622,3.43398720448515,3.17805383034795,3.78418963391826,3.3322045101752,3.09104245335832,3.58351893845611,4.60517018598809,3.63758615972639,4.43081679884331,3.95124371858143,3.66356164612965,3.89182029811063,5.06890420222023,2.56494935746154,2.484906649788,0.693147180559945,0.693147180559945,1.94591014905531,1.6094379124341,2.07944154167984,2.30258509299405,0,3.61091791264422,1.38629436111989,0,3.76120011569356,3.52636052461616,2.39789527279837,0.693147180559945,0,0,0,3.25809653802148,1.09861228866811,0.693147180559945,1.09861228866811,0,1.09861228866811,0,1.94591014905531,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0
"Theodore Roosevelt",4.38202663467388,4.26267987704132,1.79175946922805,3.76120011569356,4.29045944114839,2.99573227355399,4.67282883446191,5.00394630594546,3.66356164612965,3.63758615972639,4.43081679884331,2.94443897916644,4.12713438504509,4.31748811353631,2.19722457733622,4.97673374242057,3.49650756146648,3.49650756146648,3.40119738166216,5.03043792139244,5.67675380226828,3.80666248977032,4.49980967033027,3.04452243772342,3.09104245335832,4.61512051684126,4.36944785246702,4.83628190695148,4.77912349311153,4.44265125649032,3.25809653802148,4.51085950651685,6.00388706710654,3.63758615972639,3.66356164612965,3.89182029811063,3.09104245335832,3.66356164612965,2.56494935746154,2.07944154167984,2.39789527279837,3.09104245335832,3.3322045101752,3.61091791264422,3.25809653802148,4.35670882668959,3.98898404656427,3.61091791264422,4.17438726989564,1.09861228866811,2.07944154167984,4.04305126783455,4.33073334028633,4.11087386417331,1.38629436111989,3.55534806148941,1.6094379124341,2.77258872223978,1.09861228866811,4.14313472639153,0,1.09861228866811,1.6094379124341,0.693147180559945,2.77258872223978,0,0.693147180559945,1.6094379124341,2.30258509299405,0.693147180559945,1.6094379124341,0,4.02535169073515,1.6094379124341,0
"Thomas Jefferson",2.63905732961526,3.04452243772342,2.56494935746154,0,1.6094379124341,0,3.63758615972639,1.09861228866811,2.30258509299405,0.693147180559945,1.79175946922805,0.693147180559945,0,2.83321334405622,2.83321334405622,0,0.693147180559945,0,0,1.79175946922805,2.39789527279837,0,2.56494935746154,2.77258872223978,1.6094379124341,1.79175946922805,1.09861228866811,4.38202663467388,3.43398720448515,2.63905732961526,3.09104245335832,2.63905732961526,1.6094379124341,3.76120011569356,0,1.79175946922805,1.6094379124341,0.693147180559945,1.79175946922805,2.39789527279837,2.484906649788,0,0,0.693147180559945,0,1.94591014905531,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0
"Ulysses S. Grant",4.61512051684126,4.52178857704904,3.61091791264422,3.3322045101752,3.40119738166216,3.98898404656427,4.33073334028633,2.94443897916644,3.97029191355212,1.6094379124341,1.79175946922805,3.98898404656427,0,4.26267987704132,2.70805020110221,3.61091791264422,3.85014760171006,3.85014760171006,3.25809653802148,4.12713438504509,3.13549421592915,3.85014760171006,3.95124371858143,3.49650756146648,3.43398720448515,3.93182563272433,4.93447393313069,4.02535169073515,5.00394630594546,4.61512051684126,3.80666248977032,4.57471097850338,5.35185813347607,3.98898404656427,2.07944154167984,3.09104245335832,1.38629436111989,2.56494935746154,2.63905732961526,3.95124371858143,3.78418963391826,1.38629436111989,1.38629436111989,2.07944154167984,2.19722457733622,3.80666248977032,2.56494935746154,2.77258872223978,2.63905732961526,1.09861228866811,0.693147180559945,1.38629436111989,3.13549421592915,0.693147180559945,0,1.09861228866811,0,2.19722457733622,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0
"Warren G. Harding",0,0.693147180559945,0,2.19722457733622,2.30258509299405,0,2.70805020110221,2.484906649788,1.94591014905531,2.07944154167984,2.99573227355399,0.693147180559945,2.70805020110221,0,0,0,0,0,0,0,2.83321334405622,2.484906649788,2.56494935746154,0,1.09861228866811,0,1.94591014905531,3.29583686600433,1.09861228866811,1.6094379124341,1.79175946922805,1.94591014905531,2.83321334405622,0,2.89037175789616,1.09861228866811,0.693147180559945,1.79175946922805,1.94591014905531,0,0.693147180559945,1.09861228866811,0.693147180559945,2.70805020110221,1.09861228866811,2.19722457733622,1.94591014905531,0.693147180559945,2.83321334405622,1.6094379124341,0,0.693147180559945,1.38629436111989,2.30258509299405,1.6094379124341,1.38629436111989,1.6094379124341,1.09861228866811,1.38629436111989,3.52636052461616,1.09861228866811,1.38629436111989,0.693147180559945,0,1.79175946922805,0,0,2.19722457733622,0.693147180559945,0,2.39789527279837,0,0.693147180559945,1.6094379124341,0
"William Henry Harrison",1.6094379124341,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,1.38629436111989,0,0,0,1.38629436111989,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,1.6094379124341,0,2.39789527279837,2.484906649788,0.693147180559945,1.6094379124341,0,3.55534806148941,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0
"William Howard Taft",4.31748811353631,4.51085950651685,2.63905732961526,4.18965474202643,4.20469261939097,3.61091791264422,4.49980967033027,4.23410650459726,4.12713438504509,2.56494935746154,4.34380542185368,3.61091791264422,2.70805020110221,1.94591014905531,2.39789527279837,3.80666248977032,3.66356164612965,3.49650756146648,3.46573590279973,4.62497281328427,4.76217393479776,4.23410650459726,4.59511985013459,2.94443897916644,4.20469261939097,3.97029191355212,4.72738781871234,4.8283137373023,4.39444915467244,3.09104245335832,3.95124371858143,4.29045944114839,5.52146091786225,3.55534806148941,3.76120011569356,4.62497281328427,2.89037175789616,3.17805383034795,3.66356164612965,0.693147180559945,2.89037175789616,3.17805383034795,2.99573227355399,3.61091791264422,0.693147180559945,2.94443897916644,3.09104245335832,4.63472898822964,4.79579054559674,0,0.693147180559945,1.09861228866811,4.31748811353631,2.70805020110221,0,1.79175946922805,0.693147180559945,1.79175946922805,0,3.25809653802148,0,1.79175946922805,0,0.693147180559945,0.693147180559945,0,0,2.19722457733622,0.693147180559945,0,1.38629436111989,0,0,0,0
"William J. Clinton",0.693147180559945,1.6094379124341,0,1.79175946922805,1.09861228866811,0,0.693147180559945,3.40119738166216,0,2.30258509299405,3.8286413964891,2.30258509299405,5.19849703126583,0.693147180559945,0,1.09861228866811,1.38629436111989,0,1.94591014905531,0,4.79579054559674,1.09861228866811,1.6094379124341,0,4.27666611901606,2.19722457733622,2.70805020110221,1.38629436111989,2.19722457733622,0,1.38629436111989,2.56494935746154,2.30258509299405,0,5.56068163101553,2.484906649788,4.00733318523247,4.70953020131233,2.39789527279837,0,0,4.78749174278205,3.17805383034795,3.98898404656427,3.17805383034795,4.36944785246702,4.95582705760126,4.20469261939097,0,2.77258872223978,3.71357206670431,4.51085950651685,0.693147180559945,2.19722457733622,4.75359019110636,3.2188758248682,3.85014760171006,3.17805383034795,3.78418963391826,3.71357206670431,2.77258872223978,4.54329478227,3.40119738166216,4.9416424226093,2.484906649788,3.58351893845611,4.04305126783455,4.39444915467244,3.85014760171006,3.63758615972639,4.49980967033027,4.84418708645859,3.95124371858143,2.19722457733622,1.6094379124341
"William McKinley",4.07753744390572,4.14313472639153,3.36729582998647,3.25809653802148,4.00733318523247,3.66356164612965,4.36944785246702,3.80666248977032,3.46573590279973,2.07944154167984,3.63758615972639,3.17805383034795,2.484906649788,3.29583686600433,2.94443897916644,5.37063802812766,3.78418963391826,2.19722457733622,3.04452243772342,3.93182563272433,4.11087386417331,3.61091791264422,4.23410650459726,3.40119738166216,2.70805020110221,4.02535169073515,4.45434729625351,5.0998664278242,4.52178857704904,4.43081679884331,4.02535169073515,4.60517018598809,5.48063892334199,3.78418963391826,2.83321334405622,3.09104245335832,2.30258509299405,2.63905732961526,2.56494935746154,4.59511985013459,3.49650756146648,1.94591014905531,2.77258872223978,1.79175946922805,0.693147180559945,3.25809653802148,2.30258509299405,2.484906649788,2.77258872223978,0,0,1.79175946922805,3.13549421592915,1.09861228866811,0.693147180559945,2.70805020110221,0,3.17805383034795,1.09861228866811,3.04452243772342,0,1.09861228866811,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0
"Woodrow Wilson",2.39789527279837,3.09104245335832,0,1.94591014905531,1.38629436111989,1.38629436111989,3.40119738166216,3.76120011569356,3.29583686600433,2.30258509299405,2.94443897916644,2.77258872223978,2.07944154167984,0,1.09861228866811,2.39789527279837,1.6094379124341,0,2.39789527279837,2.77258872223978,4.23410650459726,1.94591014905531,2.94443897916644,2.19722457733622,2.484906649788,3.43398720448515,2.77258872223978,4.56434819146784,2.56494935746154,2.19722457733622,3.3322045101752,2.07944154167984,5.04985600724954,1.6094379124341,3.85014760171006,2.07944154167984,2.39789527279837,3.13549421592915,2.70805020110221,0,1.09861228866811,0.693147180559945,1.6094379124341,3.43398720448515,1.38629436111989,1.6094379124341,1.38629436111989,3.29583686600433,1.38629436111989,1.09861228866811,0,1.94591014905531,3.29583686600433,2.63905732961526,1.09861228866811,2.39789527279837,2.70805020110221,1.38629436111989,2.39789527279837,3.36729582998647,0,2.30258509299405,0,0,0.693147180559945,0,0,1.94591014905531,1.79175946922805,0,0.693147180559945,0,0,0,0
"Zachary Taylor",1.6094379124341,2.70805020110221,2.56494935746154,1.6094379124341,1.09861228866811,2.19722457733622,2.83321334405622,1.09861228866811,2.30258509299405,0,0,2.19722457733622,0,1.94591014905531,2.56494935746154,2.83321334405622,2.19722457733622,2.39789527279837,3.43398720448515,2.83321334405622,1.09861228866811,0,3.04452243772342,1.09861228866811,0,2.19722457733622,2.83321334405622,3.87120101090789,3.43398720448515,3.36729582998647,3.04452243772342,3.8286413964891,3.66356164612965,3.13549421592915,1.94591014905531,0,1.09861228866811,0,1.09861228866811,1.09861228866811,0,0,0,0,0,1.6094379124341,0.693147180559945,0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
